GENE	S_alburnoides%Sq_AA_rep1	S_alburnoides%Sq_AA_rep2	S_alburnoides_allo%Sq_PAA_rep1	S_alburnoides_allo%Sq_PAA_rep2	S_pyrenaicus%Sq_PP_rep1	S_pyrenaicus%Sq_PP_rep2
CVRK01000629.1	0	0	0	0	0	0
CVRK01000630.1	0	0	0	0	0	0
CVRK01000631.1	34	38	41	36	15	11
CVRK01000632.1	2	2	2	2	1	2
CVRK01000633.1	8	8	1	1	0	1
CVRK01000634.1	91	86	27	30	13	16
CVRK01000636.1	4	4	1	1	1	2
CVRK01000637.1	0	1	2	1	0	0
CVRK01000638.1	1	0	0	0	0	0
CVRK01000639.1	0	0	2	5	1	1
CVRK01000640.1	97	79	6	5	4	7
CVRK01000642.1	4	5	9	9	2	2
CVRK01000643.1	4	9	1	1	0	1
CVRK01000644.1	62	64	24	25	16	13
CVRK01000646.1	16	14	15	21	4	4
CVRK01000647.1	27	22	7	10	2	4
CVRK01000648.1	84	76	34	37	3	2
CVRK01000649.1	119	115	54	52	40	37
CVRK01000650.1	845	816	273	263	111	113
CVRK01000651.1	3	3	0	0	0	0
CVRK01000652.1	21	18	66	61	1	3
CVRK01000653.1	295	291	146	152	98	98
CVRK01000654.1	11	12	7	4	0	0
CVRK01000655.1	202	198	47	47	32	33
CVRK01000656.1	0	0	0	0	0	0
CVRK01000658.1	16	13	5	5	1	1
CVRK01000659.1	105	92	47	36	17	13
CVRK01000660.1	142	126	33	35	9	19
CVRK01000661.1	724	705	155	151	82	76
CVRK01000662.1	177	163	38	30	19	21
CVRK01000663.1	23	22	4	4	1	1
CVRK01000664.1	11	13	11	12	0	0
CVRK01000665.1	20	21	3	3	3	3
CVRK01000666.1	0	0	0	0	0	0
CVRK01000667.1	0	0	0	0	0	0
CVRK01000668.1	23	19	6	6	0	1
CVRK01000669.1	4	4	1	1	0	0
CVRK01000671.1	1	1	0	0	0	0
CVRK01000672.1	2	3	1	1	0	0
CVRK01000673.1	1	3	0	0	0	0
CVRK01000674.1	26	25	7	5	1	1
CVRK01000675.1	60	48	27	23	22	20
CVRK01000676.1	11	6	4	6	4	4
CVRK01000677.1	3	4	4	6	0	0
CVRK01000678.1	7	9	8	6	2	2
CVRK01000679.1	2	2	0	0	0	0
CVRK01000680.1	6	6	1	1	0	0
CVRK01000681.1	1	0	0	0	0	0
CVRK01000682.1	31272	29602	60935	57417	14193	13489
CVRK01000683.1	6	7	4	7	3	4
CVRK01000684.1	3	4	2	1	0	0
CVRK01000685.1	6	5	0	0	2	1
CVRK01000686.1	16	14	0	0	0	0
CVRK01000687.1	1	0	1	2	0	0
CVRK01000688.1	3	2	5	4	11	10
CVRK01000689.1	50	55	70	53	0	0
CVRK01000690.1	4	3	0	0	0	0
CVRK01000691.1	1	1	0	0	0	0
CVRK01000692.1	143	140	74	72	55	41
CVRK01000693.1	1	1	0	0	0	0
CVRK01000694.1	7	4	0	1	2	2
CVRK01000695.1	7	5	10	9	5	4
CVRK01000696.1	2	4	14	13	0	0
CVRK01000697.1	0	0	0	0	0	0
CVRK01000699.1	123	134	38	30	8	13
CVRK01000700.1	71	95	56	60	55	59
CVRK01000701.1	119	116	36	34	16	17
CVRK01000702.1	103	105	295	275	140	123
CVRK01000703.1	9	10	3	3	0	0
CVRK01000704.1	79	82	39	40	4	4
CVRK01000705.1	1131	1105	1001	919	475	474
CVRK01000706.1	83	87	56	56	13	14
CVRK01000707.1	0	0	0	0	0	0
CVRK01000708.1	38	36	23	17	11	10
CVRK01000709.1	13	10	1	1	0	0
CVRK01000710.1	0	0	0	0	0	0
CVRK01000711.1	19	17	13	10	11	10
CVRK01000712.1	2	1	0	0	0	0
CVRK01000714.1	2	2	0	0	0	0
CVRK01000715.1	29	26	15	14	4	4
CVRK01000716.1	49	51	14	10	2	2
CVRK01000717.1	45	48	82	74	63	50
CVRK01000718.1	1105	1095	725	695	566	548
CVRK01000719.1	0	4	0	0	2	0
CVRK01000720.1	164	155	169	167	134	133
CVRK01000721.1	0	0	4	2	0	0
CVRK01000722.1	114	114	27	23	3	10
CVRK01000723.1	16	20	18	16	20	19
CVRK01000724.1	66	44	50	38	47	41
CVRK01000725.1	1	1	2	2	0	0
CVRK01000726.1	2	5	1	1	3	2
CVRK01000727.1	202	206	99	110	5	5
CVRK01000728.1	1937	1899	52	53	83	85
CVRK01000729.1	1	2	1	2	2	3
CVRK01000730.1	32	27	26	33	31	15
CVRK01000731.1	0	0	0	0	0	0
CVRK01000732.1	73	62	50	50	53	62
CVRK01000733.1	34	35	114	120	76	76
CVRK01000734.1	0	0	2	2	0	0
CVRK01000735.1	89	97	36	38	10	8
CVRK01000736.1	32	35	41	41	24	28
CVRK01000738.1	13	12	2	3	2	3
CVRK01000739.1	54	47	30	27	68	76
CVRK01000740.1	330	300	49	51	101	94
CVRK01000741.1	0	0	0	0	0	1
CVRK01000742.1	1	1	234	222	2	2
CVRK01000743.1	1	1	1	1	0	0
CVRK01000744.1	2	3	3	2	0	0
CVRK01000745.1	26	24	4	2	4	3
CVRK01000746.1	29	26	2	2	1	1
CVRK01000747.1	4	3	0	0	0	0
CVRK01000748.1	39	39	2	2	0	0
CVRK01000749.1	3001	2928	762	738	695	687
CVRK01000750.1	176	179	228	226	82	73
CVRK01000751.1	1	1	0	0	0	0
CVRK01000752.1	13	14	0	0	0	0
CVRK01000753.1	9	15	11	7	0	0
CVRK01000754.1	58	55	35	35	10	9
CVRK01000755.1	64	64	8	8	4	7
CVRK01000756.1	641	605	323	304	107	107
CVRK01000757.1	4	4	8	8	0	0
CVRK01000758.1	12	12	4	4	2	2
CVRK01000759.1	10	8	8	9	2	1
CVRK01000760.1	8	10	15	12	4	1
CVRK01000761.1	3	8	2	2	1	1
CVRK01000762.1	628	621	92	101	68	53
CVRK01000763.1	0	0	0	0	0	0
CVRK01000764.1	1	2	0	0	0	0
CVRK01000765.1	277	262	219	205	4	4
CVRK01000766.1	63	61	26	26	12	17
CVRK01000767.1	0	0	0	0	0	0
CVRK01000768.1	3	1	0	0	0	0
CVRK01000769.1	14	15	1	2	1	1
CVRK01000770.1	617	544	361	345	230	210
CVRK01000771.1	6	11	0	0	0	0
CVRK01000772.1	0	0	0	0	0	0
CVRK01000773.1	69	58	19	20	9	9
CVRK01000774.1	90	94	150	152	35	35
CVRK01000775.1	0	0	0	0	0	0
CVRK01000776.1	8	7	0	0	0	0
CVRK01000777.1	0	0	0	0	0	0
CVRK01000778.1	0	0	0	0	0	0
CVRK01000779.1	3	3	0	0	0	0
CVRK01000780.1	7	7	2	2	1	1
CVRK01000781.1	0	0	0	0	0	0
CVRK01000783.1	58	62	11	10	1	0
CVRK01000784.1	52	44	19	21	31	26
CVRK01000785.1	29	22	14	14	0	0
CVRK01000786.1	35	34	12	15	3	3
CVRK01000787.1	18	16	4	7	4	3
CVRK01000788.1	4	4	0	1	0	0
CVRK01000789.1	0	0	0	0	0	0
CVRK01000790.1	0	0	0	0	0	0
CVRK01000791.1	16	17	15	21	4	8
CVRK01000792.1	13	8	9	18	19	20
CVRK01000793.1	1	1	1	1	0	0
CVRK01000794.1	213	183	131	125	93	93
CVRK01000795.1	91	78	24	35	41	36
CVRK01000796.1	15	8	15	10	5	5
CVRK01000797.1	51	43	23	24	1	2
CVRK01000798.1	7	7	9	7	2	6
CVRK01000799.1	8	9	5	7	2	3
CVRK01000800.1	592	604	206	219	118	120
CVRK01000801.1	73	72	44	40	29	29
CVRK01000802.1	80	80	46	44	12	15
CVRK01000803.1	12	13	2	3	1	1
CVRK01000804.1	0	0	0	0	0	0
CVRK01000805.1	231	218	192	175	11	13
CVRK01000806.1	1	1	0	0	0	0
CVRK01000807.1	3	6	7	6	10	7
CVRK01000808.1	36	40	62	61	77	76
CVRK01000809.1	15	11	7	6	3	6
CVRK01000810.1	167	163	130	132	161	159
CVRK01000811.1	3	2	21	19	12	11
CVRK01000812.1	0	1	1	0	2	0
CVRK01000813.1	16	22	2	0	0	3
CVRK01000814.1	0	0	1	0	0	0
CVRK01000815.1	357	310	79	68	63	60
CVRK01000816.1	51	43	48	54	49	42
CVRK01000817.1	102	94	103	88	66	76
CVRK01000818.1	2	3	1	2	0	0
CVRK01000819.1	10	13	4	4	8	9
CVRK01000820.1	36	38	33	33	5	6
CVRK01000821.1	235	212	1043	1040	15	17
CVRK01000822.1	2	3	0	0	0	0
CVRK01000823.1	0	0	0	0	0	0
CVRK01000824.1	13	7	15	13	5	7
CVRK01000825.1	2	2	0	1	0	0
CVRK01000826.1	21	14	10	9	5	3
CVRK01000827.1	280	268	62	58	2	3
CVRK01000828.1	1	1	0	0	0	0
CVRK01000829.1	264	260	71	75	90	102
CVRK01000830.1	1	1	1	1	0	0
CVRK01000831.1	0	0	0	0	0	0
CVRK01000832.1	280	275	332	322	131	125
CVRK01000833.1	423	419	209	194	348	348
CVRK01000834.1	5	8	1	0	0	0
CVRK01000835.1	625	610	301	293	231	227
CVRK01000836.1	25	18	11	6	7	5
CVRK01000837.1	0	0	0	0	0	0
CVRK01000838.1	1	0	0	1	0	0
CVRK01000839.1	113	95	25	17	9	8
CVRK01000840.1	0	0	0	0	0	0
CVRK01000841.1	215	192	77	72	25	27
CVRK01000842.1	0	1	0	0	0	0
CVRK01000843.1	10	7	3	3	2	2
CVRK01000844.1	1	0	15	11	1	2
CVRK01000845.1	0	0	2	2	2	2
CVRK01000846.1	79	75	53	51	90	87
CVRK01000847.1	232	216	97	95	35	34
CVRK01000848.1	1	1	0	0	0	0
CVRK01000849.1	150	163	277	260	232	224
CVRK01000851.1	3	3	2	2	1	2
CVRK01000852.1	3	1	2	3	2	1
CVRK01000853.1	0	1	0	0	0	0
CVRK01000854.1	2	2	2	4	0	1
CVRK01000855.1	253	253	526	498	423	424
CVRK01000856.1	39	45	7	5	4	3
CVRK01000857.1	50	47	43	42	42	37
CVRK01000858.1	30	29	18	16	7	10
CVRK01000859.1	0	0	0	0	0	0
CVRK01000860.1	2	0	1	0	0	0
CVRK01000862.1	3	2	1	1	0	0
CVRK01000863.1	99	93	1349	1299	1	1
CVRK01000864.1	583	572	249	241	145	113
CVRK01000865.1	0	0	0	0	0	0
CVRK01000866.1	1	1	1	0	0	0
CVRK01000867.1	112	109	138	129	51	54
CVRK01000870.1	19	17	1	1	6	4
CVRK01000871.1	4	1	1	1	0	0
CVRK01000872.1	1	2	2	1	0	0
CVRK01000873.1	13	10	3	3	3	2
CVRK01000874.1	0	0	0	0	0	0
CVRK01000875.1	0	0	0	0	0	0
CVRK01000876.1	5	4	1	1	0	0
CVRK01000877.1	0	0	0	0	0	0
CVRK01000878.1	227	218	15	10	8	12
CVRK01000879.1	3	3	1	0	0	0
CVRK01000880.1	1	1	0	0	0	0
CVRK01000881.1	2	2	0	0	0	0
CVRK01000882.1	6	6	10	11	1	1
CVRK01000883.1	103	90	96	78	11	9
CVRK01000884.1	5	4	16	23	10	11
CVRK01000885.1	0	0	0	0	0	0
CVRK01000886.1	11	12	13	21	2	6
CVRK01000887.1	6	8	27	31	95	99
CVRK01000888.1	0	0	0	0	0	0
CVRK01000889.1	5	7	2	2	3	3
CVRK01000890.1	0	0	0	0	0	0
CVRK01000891.1	9	4	4	5	5	4
CVRK01000892.1	0	0	0	0	0	0
CVRK01000893.1	12	6	10	8	3	4
CVRK01000894.1	0	3	1	0	0	0
CVRK01000895.1	605	585	298	295	126	118
CVRK01000896.1	34	37	8	12	8	6
CVRK01000897.1	66	60	15	17	4	4
CVRK01000898.1	20	18	10	8	8	9
CVRK01000899.1	46	50	59	66	13	7
CVRK01000900.1	263	257	326	326	363	340
CVRK01000901.1	5	5	5	10	9	7
CVRK01000902.1	35	27	3	4	1	0
CVRK01000903.1	0	0	0	0	0	0
CVRK01000904.1	0	0	0	0	0	0
CVRK01000905.1	184	172	75	74	28	27
CVRK01000906.1	155	151	213	207	69	64
CVRK01000907.1	1	1	0	0	4	5
CVRK01000908.1	2	1	0	0	0	0
CVRK01000909.1	43	42	52	51	2	2
CVRK01000910.1	26	18	14	19	14	12
CVRK01000911.1	27	24	69	72	10	10
CVRK01000912.1	0	0	0	0	0	0
CVRK01000913.1	8	6	3	3	1	1
CVRK01000914.1	433	407	101	99	27	26
CVRK01000916.1	9	8	6	7	22	18
CVRK01000917.1	2811	2863	13	11	12	11
CVRK01000918.1	1	2	1	0	2	1
CVRK01000919.1	72	69	559	549	369	357
CVRK01000920.1	13	13	9	6	1	1
CVRK01000921.1	0	0	0	1	0	0
CVRK01000922.1	3290	3337	83	78	28	26
CVRK01000923.1	62	65	93	96	161	144
CVRK01000924.1	38	50	24	25	59	50
CVRK01000925.1	2	3	5	3	6	5
CVRK01000926.1	81	96	80	67	62	52
CVRK01000927.1	40	33	23	24	3	3
CVRK01000928.1	54	50	22	19	2	1
CVRK01000929.1	2	2	0	0	0	0
CVRK01000930.1	0	0	0	0	0	0
CVRK01000931.1	90	87	115	100	86	95
CVRK01000932.1	46	49	126	121	10	9
CVRK01000933.1	5	4	0	0	0	0
CVRK01000934.1	323	315	85	85	29	29
CVRK01000935.1	45	34	108	108	9	18
CVRK01000936.1	1	1	0	0	0	0
CVRK01000937.1	31	26	17	19	9	10
CVRK01000938.1	5	5	1	1	0	0
CVRK01000939.1	1	1	0	0	0	0
CVRK01000940.1	416	402	404	385	354	338
CVRK01000941.1	120	114	86	92	53	55
CVRK01000942.1	38	38	6	5	0	0
CVRK01000943.1	100	101	77	76	62	59
CVRK01000944.1	144	154	12	13	4	3
CVRK01000945.1	3	3	0	0	1	1
CVRK01000946.1	0	1	0	0	0	0
CVRK01000947.1	84	74	22	22	23	16
CVRK01000948.1	470	450	451	440	243	256
CVRK01000949.1	5	4	1	0	0	0
CVRK01000950.1	0	0	2	0	0	0
CVRK01000951.1	0	0	0	0	0	0
CVRK01000952.1	1	0	0	0	0	0
CVRK01000953.1	12	7	4	7	3	6
CVRK01000954.1	75	74	52	56	29	25
CVRK01000955.1	0	0	0	0	0	0
CVRK01000956.1	32	30	40	43	20	22
CVRK01000957.1	0	0	0	0	0	0
CVRK01000958.1	0	0	0	0	0	0
CVRK01000959.1	1	1	1	0	0	0
CVRK01000960.1	341	333	362	347	270	260
CVRK01000961.1	4	4	0	0	0	0
CVRK01000962.1	0	0	0	0	0	0
CVRK01000963.1	9	8	10	9	0	0
CVRK01000964.1	17	19	12	11	13	17
CVRK01000965.1	28	25	10	16	19	15
CVRK01000966.1	36	27	20	16	13	16
CVRK01000967.1	1	1	0	0	0	0
CVRK01000968.1	14	15	0	0	0	0
CVRK01000969.1	85	87	63	59	102	89
CVRK01000970.1	154	155	119	108	163	155
CVRK01000971.1	400	363	283	283	346	360
CVRK01000972.1	27	31	21	28	0	0
CVRK01000973.1	7	7	30	28	10	10
CVRK01000974.1	0	0	0	0	0	0
CVRK01000975.1	6	2	0	0	0	0
CVRK01000976.1	29	29	11	10	1	1
CVRK01000977.1	5	3	2	1	1	1
CVRK01000978.1	0	0	0	0	0	0
CVRK01000979.1	47	36	34	28	20	17
CVRK01000980.1	1369	1313	1839	1752	1505	1428
CVRK01000981.1	10	7	9	4	2	2
CVRK01000983.1	6	6	0	0	0	0
CVRK01000984.1	5	6	3	5	0	0
CVRK01000985.1	0	1	0	0	0	0
CVRK01000986.1	423	415	495	455	344	321
CVRK01000987.1	45	44	21	20	6	7
CVRK01000988.1	6	5	5	6	0	0
CVRK01000989.1	22	21	24	23	33	27
CVRK01000990.1	0	0	0	0	0	0
CVRK01000991.1	3	4	8	6	2	0
CVRK01000992.1	121	110	45	34	9	11
CVRK01000993.1	2	2	0	0	0	0
CVRK01000994.1	43	37	22	21	8	8
CVRK01000995.1	93	106	615	644	883	859
CVRK01000997.1	0	0	0	0	0	0
CVRK01000998.1	84	83	133	131	124	123
CVRK01000999.1	21	18	13	18	13	12
CVRK01001000.1	41	43	4	4	0	0
CVRK01001001.1	19	18	7	6	2	1
CVRK01001002.1	6	7	2	2	1	2
CVRK01001003.1	72	75	11	16	17	17
CVRK01001004.1	63	61	29	26	1	1
CVRK01001005.1	16	19	17	19	8	9
CVRK01001006.1	29	31	20	17	13	13
CVRK01001007.1	516	477	1541	1514	105	102
CVRK01001008.1	16	29	9	10	3	2
CVRK01001009.1	8	7	3	4	1	1
CVRK01001010.1	0	0	0	0	0	0
CVRK01001011.1	56	61	249	268	185	180
CVRK01001012.1	0	2	1	1	0	0
CVRK01001013.1	455	421	428	430	574	554
CVRK01001014.1	3	3	6	7	0	1
CVRK01001015.1	3	3	12	9	1	1
CVRK01001016.1	5	4	12	12	0	0
CVRK01001018.1	2	2	0	0	0	0
CVRK01001019.1	1	2	0	0	0	0
CVRK01001020.1	17	20	6	3	4	7
CVRK01001021.1	14	15	1	0	3	3
CVRK01001022.1	379	343	134	142	55	56
CVRK01001023.1	0	0	0	0	0	0
CVRK01001024.1	12	10	3	2	0	1
CVRK01001025.1	7	6	9	9	11	13
CVRK01001027.1	23	26	149	145	103	95
CVRK01001028.1	375	360	124	117	63	67
CVRK01001029.1	14	12	25	31	14	14
CVRK01001030.1	2	3	87	73	6	4
CVRK01001031.1	186	184	265	267	221	214
CVRK01001032.1	27	21	27	18	23	18
CVRK01001033.1	14	18	18	10	10	7
CVRK01001034.1	2	0	0	0	0	0
CVRK01001035.1	24	27	11	13	1	1
CVRK01001036.1	328	300	340	356	116	93
CVRK01001037.1	0	1	0	0	1	1
CVRK01001038.1	19	15	9	5	0	0
CVRK01001039.1	15	12	14	12	12	9
CVRK01001040.1	167	183	46	43	25	20
CVRK01001041.1	51	44	36	39	4	4
CVRK01001042.1	2	2	3	3	0	0
CVRK01001043.1	329	326	69	65	15	14
CVRK01001044.1	7	7	3	4	0	0
CVRK01001045.1	0	0	0	0	0	0
CVRK01001046.1	25	27	29	33	1	1
CVRK01001047.1	37	37	1	1	2	0
CVRK01001048.1	108	100	176	179	269	250
CVRK01001049.1	132	118	28	32	1	2
CVRK01001050.1	201	180	72	78	69	74
CVRK01001051.1	120	115	86	76	26	25
CVRK01001052.1	14	13	16	15	3	3
CVRK01001053.1	289	279	63	58	38	36
CVRK01001054.1	231	231	239	245	179	187
CVRK01001055.1	2	2	0	0	0	0
CVRK01001056.1	13	18	227	215	10	5
CVRK01001057.1	639	618	629	626	625	586
CVRK01001058.1	0	0	0	0	0	0
CVRK01001059.1	11	6	7	9	9	12
CVRK01001060.1	9	8	6	6	2	2
CVRK01001061.1	10	13	3	6	1	1
CVRK01001062.1	76	74	25	32	33	33
CVRK01001063.1	0	0	0	0	1	0
CVRK01001064.1	0	0	0	0	0	0
CVRK01001065.1	1	0	0	0	0	0
CVRK01001066.1	0	0	0	0	0	0
CVRK01001067.1	0	0	5	5	0	1
CVRK01001068.1	43	41	10	9	4	4
CVRK01001069.1	4	1	2	1	6	7
CVRK01001071.1	2	2	1	1	0	0
CVRK01001072.1	898	912	459	493	991	1004
CVRK01001073.1	4	1	6	9	6	5
CVRK01001074.1	10	7	1127	1116	8	14
CVRK01001075.1	0	0	4	1	0	0
CVRK01001076.1	10	11	13	13	6	10
CVRK01001077.1	9	10	0	0	2	2
CVRK01001078.1	170	157	3	3	1	0
CVRK01001079.1	11	10	16	14	1	1
CVRK01001080.1	0	0	0	1	0	0
CVRK01001081.1	4	4	2	2	0	0
CVRK01001082.1	70	63	71	70	38	38
CVRK01001083.1	8	10	0	0	0	0
CVRK01001084.1	0	1	0	0	0	0
CVRK01001085.1	0	0	0	0	0	0
CVRK01001086.1	176	162	119	109	86	86
CVRK01001087.1	0	0	0	0	0	0
CVRK01001088.1	86	92	18	11	8	15
CVRK01001089.1	410	398	126	117	50	49
CVRK01001090.1	193	180	202	202	185	175
CVRK01001091.1	0	0	1	1	0	0
CVRK01001092.1	6	3	343	345	1063	1039
CVRK01001093.1	59	42	20	20	4	6
CVRK01001094.1	2	2	0	0	0	0
CVRK01001095.1	22	13	18	27	46	46
CVRK01001096.1	14	13	9	9	1	1
CVRK01001097.1	0	0	0	0	0	0
CVRK01001098.1	1	1	0	0	0	0
CVRK01001099.1	20	17	30	28	4	3
CVRK01001100.1	0	0	0	0	0	0
CVRK01001101.1	9	11	11	10	5	6
CVRK01001102.1	468	460	233	232	84	78
CVRK01001103.1	0	0	1	1	0	0
CVRK01001104.1	5	1	1	0	2	1
CVRK01001105.1	0	1	0	0	0	0
CVRK01001106.1	21	18	23	26	6	3
CVRK01001107.1	1529	1506	2898	2890	2338	2251
CVRK01001108.1	77	76	29	27	11	15
CVRK01001109.1	24	25	4	1	0	1
CVRK01001110.1	0	0	0	0	0	0
CVRK01001111.1	62	64	59	52	49	45
CVRK01001112.1	115	104	90	87	23	22
CVRK01001113.1	0	0	0	0	0	0
CVRK01001114.1	4	5	0	0	4	7
CVRK01001115.1	0	0	0	0	0	0
CVRK01001116.1	82	73	90	83	70	62
CVRK01001117.1	5	9	4	3	2	1
CVRK01001118.1	58	42	50	51	5	8
CVRK01001119.1	20	14	15	22	7	5
CVRK01001120.1	13	6	2	1	0	0
CVRK01001121.1	47	35	43	52	60	53
CVRK01001122.1	90	83	3	3	3	4
CVRK01001123.1	152	153	110	98	55	48
CVRK01001124.1	9	11	44	46	6	5
CVRK01001125.1	98	101	51	53	103	96
CVRK01001126.1	155	158	161	166	41	41
CVRK01001127.1	259	271	649	643	70	73
CVRK01001128.1	9	8	9	13	1	0
CVRK01001129.1	0	0	0	0	0	0
CVRK01001130.1	4	3	1	2	0	0
CVRK01001131.1	83	85	168	166	121	114
CVRK01001132.1	118	118	34	34	20	16
CVRK01001133.1	3	3	10	7	2	5
CVRK01001134.1	20	19	13	12	11	11
CVRK01001135.1	458	456	9	9	1	1
CVRK01001136.1	14	9	1	1	0	0
CVRK01001137.1	8	4	6	5	0	0
CVRK01001138.1	0	0	0	0	0	0
CVRK01001139.1	51	46	14	15	4	5
CVRK01001140.1	0	0	0	0	0	0
CVRK01001141.1	11	17	55	53	7	7
CVRK01001142.1	61	58	34	32	38	39
CVRK01001143.1	0	0	0	0	0	0
CVRK01001144.1	69	92	33	22	3	3
CVRK01001145.1	0	0	0	0	0	0
CVRK01001146.1	74	77	11	11	6	6
CVRK01001147.1	31	27	41	42	95	108
CVRK01001148.1	39	38	4	4	1	2
CVRK01001149.1	1	1	1	1	0	0
CVRK01001150.1	3	2	4	3	1	0
CVRK01001151.1	9	14	4	2	3	1
CVRK01001152.1	12	26	2	3	0	0
CVRK01001153.1	1	2	3	4	0	0
CVRK01001154.1	244	279	432	433	91	96
CVRK01001155.1	0	0	0	0	0	0
CVRK01001156.1	0	0	0	0	0	0
CVRK01001157.1	123	121	54	51	3	3
CVRK01001158.1	1387	1374	152	141	29	26
CVRK01001159.1	14	14	20	15	1	2
CVRK01001160.1	1	1	0	0	0	0
CVRK01001161.1	12	16	7	7	3	8
CVRK01001162.1	32	34	16	20	0	0
CVRK01001163.1	0	0	0	0	0	0
CVRK01001164.1	14	16	5	7	9	8
CVRK01001166.1	21	19	1	1	1	1
CVRK01001167.1	2	1	0	0	0	0
CVRK01001168.1	2	2	2	2	0	0
CVRK01001169.1	1	2	0	0	0	0
CVRK01001170.1	4	4	0	0	1	1
CVRK01001171.1	103	97	70	49	30	21
CVRK01001172.1	77	74	53	52	11	11
CVRK01001174.1	22	17	5	5	3	7
CVRK01001175.1	25	15	4	3	13	8
CVRK01001176.1	141	127	115	103	104	89
CVRK01001177.1	67	67	55	52	16	17
CVRK01001178.1	37	34	3	8	20	17
CVRK01001179.1	67	72	24	26	26	22
CVRK01001180.1	3	4	1	2	0	0
CVRK01001181.1	9	8	6	9	2	3
CVRK01001182.1	64	66	107	103	34	33
CVRK01001183.1	24	15	9	8	0	5
CVRK01001184.1	3	3	6	2	0	0
CVRK01001185.1	5	5	1	1	0	0
CVRK01001186.1	1	1	1	2	0	0
CVRK01001187.1	317	305	605	581	44	38
CVRK01001188.1	3	3	2	1	0	0
CVRK01001189.1	22	23	0	0	0	0
CVRK01001190.1	320	297	357	359	410	432
CVRK01001191.1	4	4	58	56	212	204
CVRK01001192.1	6	6	2	3	2	2
CVRK01001193.1	1252	1229	1568	1577	764	754
CVRK01001194.1	20	18	50	52	32	29
CVRK01001195.1	0	0	7	6	8	8
CVRK01001196.1	1	0	0	0	0	0
CVRK01001197.1	3	4	2	3	0	0
CVRK01001198.1	3	3	0	0	0	0
CVRK01001199.1	2	2	0	0	0	0
CVRK01001200.1	10	12	2	1	0	0
CVRK01001201.1	0	0	0	0	0	0
CVRK01001202.1	12	10	7	6	1	6
CVRK01001203.1	1	0	1	1	0	0
CVRK01001204.1	13	12	30	28	17	15
CVRK01001205.1	78	70	16	18	0	0
CVRK01001206.1	0	0	0	0	0	0
CVRK01001207.1	6	6	1	0	0	0
CVRK01001208.1	14	18	2	2	0	0
CVRK01001209.1	533	518	747	701	186	187
CVRK01001210.1	0	0	0	0	0	0
CVRK01001211.1	18	17	47	41	25	38
CVRK01001213.1	1194	1122	465	447	80	75
CVRK01001214.1	142	142	56	56	33	37
CVRK01001215.1	1	1	8	3	0	2
CVRK01001216.1	31	21	24	28	41	38
CVRK01001217.1	2	2	11	6	2	2
CVRK01001218.1	0	0	4	5	1	1
CVRK01001219.1	0	0	0	0	1	1
CVRK01001220.1	182	185	356	362	154	167
CVRK01001221.1	256	239	131	144	83	75
CVRK01001222.1	285	264	109	125	90	86
CVRK01001223.1	7	10	4	5	0	0
CVRK01001224.1	40	33	5	6	0	0
CVRK01001225.1	94	100	92	85	35	41
CVRK01001226.1	0	0	1	0	0	0
CVRK01001227.1	0	0	0	0	0	0
CVRK01001228.1	0	0	32	37	18	24
CVRK01001229.1	346	336	297	283	23	22
CVRK01001230.1	1000	953	956	915	10603	10564
CVRK01001231.1	24	26	20	20	23	20
CVRK01001232.1	373	392	54	55	87	86
CVRK01001233.1	21	17	14	14	4	2
CVRK01001234.1	750	772	325	324	280	292
CVRK01001235.1	39	33	14	11	9	4
CVRK01001236.1	5	5	4	3	6	6
CVRK01001237.1	2	3	0	0	0	0
CVRK01001238.1	978	934	270	259	125	122
CVRK01001239.1	8	7	0	2	0	1
CVRK01001240.1	71	74	32	32	3	3
CVRK01001241.1	3	5	0	0	0	0
CVRK01001242.1	168	134	325	326	131	99
CVRK01001243.1	215	210	130	126	115	112
CVRK01001244.1	68	71	794	789	150	129
CVRK01001245.1	132	131	151	144	229	223
CVRK01001246.1	228	221	224	218	105	103
CVRK01001247.1	34	26	159	157	154	151
CVRK01001248.1	0	0	0	0	0	0
CVRK01001249.1	40	53	67	72	43	48
CVRK01001250.1	34	32	24	21	0	0
CVRK01001251.1	0	0	0	0	0	0
CVRK01001252.1	1	0	0	0	0	0
CVRK01001253.1	1	1	6	4	2	2
CVRK01001254.1	124	121	30	25	5	6
CVRK01001255.1	21	19	14	16	7	7
CVRK01001256.1	183	176	213	208	82	80
CVRK01001257.1	340	305	118	116	44	40
CVRK01001258.1	323	313	282	266	291	287
CVRK01001259.1	42	43	50	48	30	31
CVRK01001260.1	9	9	5	9	4	3
CVRK01001261.1	124	118	118	105	124	107
CVRK01001262.1	0	0	1	2	1	0
CVRK01001263.1	34	34	64	66	9	10
CVRK01001264.1	8	6	0	0	0	0
CVRK01001265.1	8	3	14	11	8	3
CVRK01001266.1	0	0	4	6	1	2
CVRK01001267.1	12	10	4	8	0	1
CVRK01001268.1	0	0	0	0	0	0
CVRK01001269.1	169	183	64	46	58	57
CVRK01001270.1	49	40	89	92	19	17
CVRK01001271.1	5	5	5	8	3	2
CVRK01001272.1	622	582	252	239	127	130
CVRK01001273.1	111	110	104	98	36	34
CVRK01001274.1	18	18	7	9	8	6
CVRK01001275.1	156	155	94	92	32	30
CVRK01001276.1	4	5	4	4	7	2
CVRK01001277.1	23	20	18	16	7	9
CVRK01001279.1	9	7	9	8	0	1
